inabilities
incapacity,"lack of intellectual power","lack of physical or natural qualifications"
incarcerate,"lock up or confine, in or as in a jail; "The suspects were imprisoned without trial"; "the murderer was incarcerated for the rest of his life""
incarcerated
incarcerates,"lock up or confine, in or as in a jail; "The suspects were imprisoned without trial"; "the murderer was incarcerated for the rest of his life""
incarcerating
incarceration,"the state of being imprisoned; "he was held in captivity until he died"; "the imprisonment of captured soldiers"; "his ignominious incarceration in the local jail"; "he practiced the immurement of his enemies in the castle dungeon""
incarcerations,"the state of being imprisoned; "he was held in captivity until he died"; "the imprisonment of captured soldiers"; "his ignominious incarceration in the local jail"; "he practiced the immurement of his enemies in the castle dungeon""
incarnation,"a new personification of a familiar idea; "the embodiment of hope"; "the incarnation of evil"; "the very avatar of cunning"","(Christianity) the Christian doctrine of the union of God and man in the person of Jesus Christ","time passed in a particular bodily form; "he believes that his life will be better in his next incarnation"","the act of attributing human characteristics to abstract ideas etc."
incarnations,"a new personification of a familiar idea; "the embodiment of hope"; "the incarnation of evil"; "the very avatar of cunning"","(Christianity) the Christian doctrine of the union of God and man in the person of Jesus Christ","time passed in a particular bodily form; "he believes that his life will be better in his next incarnation"","the act of attributing human characteristics to abstract ideas etc."
incase,"enclose in, or as if in, a case; "my feet were encased in mud""
incased,"covered or protected with or as if with a case; "knights cased in steel"; "products encased in leatherette""
incases,"enclose in, or as if in, a case; "my feet were encased in mud""
incasing
incautious,"lacking in caution; "an incautious remark"; "incautious talk"","carelessly failing to exercise proper caution; "an incautious step sent her headlong down the stairs""
incendiaries
incendiary,"a criminal who illegally sets fire to property","a bomb that is designed to start fires; is most effective against flammable targets (such as fuel)","involving deliberate burning of property; "an incendiary fire"","arousing to action or rebellion","capable of catching fire spontaneously or causing fires or burning readily; "an incendiary agent"; "incendiary bombs""
incense,"a substance that produces a fragrant odor when burned","the pleasing scent produced when incense is burned; "incense filled the room"","perfume especially with a censer","make furious"
incensed,"angered at something unjust or wrong; "an indignant denial"; "incensed at the judges' unfairness"; "a look of outraged disbelief"; "umbrageous at the loss of their territory""
incenses,"a substance that produces a fragrant odor when burned","the pleasing scent produced when incense is burned; "incense filled the room"","perfume especially with a censer","make furious"
incensing
incentive,"a positive motivational influence","an additional payment (or other remuneration) to employees as a means of increasing output"
incentives,"a positive motivational influence","an additional payment (or other remuneration) to employees as a means of increasing output"
incept
incepted
incepting
inception,"an event that is a beginning; a first part or stage of subsequent events"
inceptions,"an event that is a beginning; a first part or stage of subsequent events"
inceptor
inceptors
incepts
incessant,"uninterrupted in time and indefinitely long continuing; "the ceaseless thunder of surf"; "in constant pain"; "night and day we live with the incessant noise of the city"; "the never-ending search for happiness"; "the perpetual struggle to maintain standards in a democracy"; "man's unceasing warfare with drought and isolation"; "unremitting demands of hunger""
incessantly,"with unflagging resolve; "dance inspires him ceaselessly to strive higher and higher toward the shining pinnacle of perfection that is the goal of every artiste"","without interruption; "the world is constantly changing""
incest,"sexual intercourse between persons too closely related to marry (as between a parent and a child)"
incests,"sexual intercourse between persons too closely related to marry (as between a parent and a child)"
incestuous,"resembling incest as by excessive intimacy","relating to or involving incest"
inch,"a unit of length equal to one twelfth of a foot","a unit of measurement for advertising space","advance slowly, as if by inches; "He edged towards the car""
inched
inches
inching
inchmeal
inchoate,"only partly in existence; imperfectly formed; "incipient civil disorder"; "an incipient tumor"; "a vague inchoate idea""
inchworm,"small hairless caterpillar having legs on only its front and rear segments; mostly larvae of moths of the family Geometridae"
inchworms,"small hairless caterpillar having legs on only its front and rear segments; mostly larvae of moths of the family Geometridae"
incidence,"the relative frequency of occurrence of something","the striking of a light beam on a surface; "he measured the angle of incidence of the reflected light""
incidences,"the relative frequency of occurrence of something","the striking of a light beam on a surface; "he measured the angle of incidence of the reflected light""
incident,"a single distinct event","a public disturbance; "the police investigated an incident at the bus station"","falling or striking of light rays on something; "incident light"","(sometimes followed by `to') minor or casual or subordinate in significance or nature or occurring as a chance concomitant or consequence; "incidental expenses"; "the road will bring other incidental advantages"; "extra duties incidental to the job"; "labor problems incidental to a rapid expansion"; "confusion incidental to a quick change""
incidental,"(frequently plural) an expense not budgeted or not specified; "he requested reimbursement of $7 for incidental expenses"","an item that is incidental","(sometimes followed by `to') minor or casual or subordinate in significance or nature or occurring as a chance concomitant or consequence; "incidental expenses"; "the road will bring other incidental advantages"; "extra duties incidental to the job"; "labor problems incidental to a rapid expansion"; "confusion incidental to a quick change"","not of prime or central importance; "nonessential to the integral meanings of poetry"- Pubs.MLA","following or accompanying as a consequence; "an excessive growth of bureaucracy, with attendant problems"; "snags incidental to the changeover in management"; "attendant circumstances"; "the period of tension and consequent need for military preparedness"; "the ensuant response to his appeal"; "the resultant savings were considerable""
incidentally,"introducing a different topic; in point of fact; "incidentally, I won't go to the party"","of a minor or subordinate nature; "these magnificent achievements were only incidentally influenced by Oriental models""
incidentals,"(frequently plural) an expense not budgeted or not specified; "he requested reimbursement of $7 for incidental expenses"","an item that is incidental","(sometimes followed by `to') minor or casual or subordinate in significance or nature or occurring as a chance concomitant or consequence; "incidental expenses"; "the road will bring other incidental advantages"; "extra duties incidental to the job"; "labor problems incidental to a rapid expansion"; "confusion incidental to a quick change"","not of prime or central importance; "nonessential to the integral meanings of poetry"- Pubs.MLA","following or accompanying as a consequence; "an excessive growth of bureaucracy, with attendant problems"; "snags incidental to the changeover in management"; "attendant circumstances"; "the period of tension and consequent need for military preparedness"; "the ensuant response to his appeal"; "the resultant savings were considerable""
incidents,"a single distinct event","a public disturbance; "the police investigated an incident at the bus station"","falling or striking of light rays on something; "incident light"","(sometimes followed by `to') minor or casual or subordinate in significance or nature or occurring as a chance concomitant or consequence; "incidental expenses"; "the road will bring other incidental advantages"; "extra duties incidental to the job"; "labor problems incidental to a rapid expansion"; "confusion incidental to a quick change""
incinerate,"become reduced to ashes; "The paper incinerated quickly"","cause to undergo combustion; "burn garbage"; "The car burns only Diesel oil""
incinerated
incinerates,"become reduced to ashes; "The paper incinerated quickly"","cause to undergo combustion; "burn garbage"; "The car burns only Diesel oil""
incinerating
incinerator,"a furnace for incinerating (especially to dispose of refuse)"
incinerators,"a furnace for incinerating (especially to dispose of refuse)"
incipient,"only partly in existence; imperfectly formed; "incipient civil disorder"; "an incipient tumor"; "a vague inchoate idea""
incipit
incipits
incise,"make an incision into by carving or cutting"
incised,"sharply and deeply indented","cut into with a sharp instrument","cut or impressed into a surface; "an incised design"; "engraved invitations""
incises,"make an incision into by carving or cutting"
incising
incision,"a depression scratched or carved into a surface","the cutting of or into body tissues or organs (especially by a surgeon as part of an operation)"
incisions,"a depression scratched or carved into a surface","the cutting of or into body tissues or organs (especially by a surgeon as part of an operation)"
incisive,"having or demonstrating ability to recognize or draw fine distinctions; "an acute observer of politics and politicians"; "incisive comments"; "icy knifelike reasoning"; "as sharp and incisive as the stroke of a fang"; "penetrating insight"; "frequent penetrative observations"","suitable for cutting or piercing; "incisive teeth""
incisively,"in an incisive manner; "he was incisively critical"","in a precise manner; "she always expressed herself precisely""
incisor,"a tooth for cutting or gnawing; located in the front of the mouth in both jaws"
incisors,"a tooth for cutting or gnawing; located in the front of the mouth in both jaws"
incisory
incisure,"(anatomy) a notch or small hollow"
incisures,"(anatomy) a notch or small hollow"
incitant
incitants
incite,"give an incentive for action; "This moved me to sacrifice my career"","provoke or stir up; "incite a riot"; "set off great unrest among the people"","urge on; cause to act; "The other children egged the boy on, but he did not want to throw the stone through the window""
incited
incitement,"an act of urging on or spurring on or rousing to action or instigating; "the incitement of mutiny"","needed encouragement; "the result was a provocation of vigorous investigation"","something that incites or provokes; a means of arousing or stirring to action","the act of exhorting; an earnest attempt at persuasion"
incitements,"an act of urging on or spurring on or rousing to action or instigating; "the incitement of mutiny"","needed encouragement; "the result was a provocation of vigorous investigation"","something that incites or provokes; a means of arousing or stirring to action","the act of exhorting; an earnest attempt at persuasion"
inciter,"someone who deliberately foments trouble; "she was the instigator of their quarrel""
inciters,"someone who deliberately foments trouble; "she was the instigator of their quarrel""
incites,"give an incentive for action; "This moved me to sacrifice my career"","provoke or stir up; "incite a riot"; "set off great unrest among the people"","urge on; cause to act; "The other children egged the boy on, but he did not want to throw the stone through the window""
inciting
incivil
incivilities
incivility,"deliberate discourtesy"
inclasp
inclasped
inclasping
inclasps
inclemencies
inclemency,"weather unsuitable for outdoor activities","excessive sternness; "severity of character"; "the harshness of his punishment was inhuman"; "the rigors of boot camp""
inclement,"(of weather or climate) severe","used of persons or behavior; showing no clemency or mercy; "the harsh sentence of an inclement judge""
inclination,"an attitude of mind especially one that favors one alternative over others; "he had an inclination to give up too easily"; "a tendency to be too strict"","(astronomy) the angle between the plane of the orbit and the plane of the ecliptic stated in degrees","(geometry) the angle formed by the x-axis and a given line (measured counterclockwise from the positive half of the x-axis)","(physics) the angle that a magnetic needle makes with the plane of the horizon","that toward which you are inclined to feel a liking; "her inclination is for classical music"","the property possessed by a line or surface that departs from the vertical; "the tower had a pronounced tilt"; "the ship developed a list to starboard"; "he walked with a heavy inclination to the right"","a characteristic likelihood of or natural disposition toward a certain condition or character or effect; "the alkaline inclination of the local waters"; "fabric with a tendency to shrink"","the act of inclining; bending forward; "an inclination of his head indicated his agreement""
inclinations,"an attitude of mind especially one that favors one alternative over others; "he had an inclination to give up too easily"; "a tendency to be too strict"","(astronomy) the angle between the plane of the orbit and the plane of the ecliptic stated in degrees","(geometry) the angle formed by the x-axis and a given line (measured counterclockwise from the positive half of the x-axis)","(physics) the angle that a magnetic needle makes with the plane of the horizon","that toward which you are inclined to feel a liking; "her inclination is for classical music"","the property possessed by a line or surface that departs from the vertical; "the tower had a pronounced tilt"; "the ship developed a list to starboard"; "he walked with a heavy inclination to the right"","a characteristic likelihood of or natural disposition toward a certain condition or character or effect; "the alkaline inclination of the local waters"; "fabric with a tendency to shrink"","the act of inclining; bending forward; "an inclination of his head indicated his agreement""
incline,"an elevated geological formation; "he climbed the steep slope"; "the house was built on the side of a mountain"","an inclined surface connecting two levels","have a tendency or disposition to do or be something; be inclined; "She tends to be nervous before her lectures"; "These dresses run small"; "He inclined to corpulence"","bend or turn (one's ear) towards a speaker in order to listen well; "He inclined his ear to the wise old man"","lower or bend (the head or upper body), as in a nod or bow; "She inclined her head to the student"","be at an angle; "The terrain sloped down"","feel favorably disposed or willing; "She inclines to the view that people should be allowed to expres their religious beliefs"","make receptive or willing towards an action or attitude or belief; "Their language inclines us to believe them""
inclined,"(often followed by `to') having a preference, disposition, or tendency; "wasn't inclined to believe the excuse"; "inclined to be moody"","at an angle to the horizontal or vertical position; "an inclined plane"","having made preparations; "prepared to take risks""
incliner
incliners
inclines,"an elevated geological formation; "he climbed the steep slope"; "the house was built on the side of a mountain"","an inclined surface connecting two levels","have a tendency or disposition to do or be something; be inclined; "She tends to be nervous before her lectures"; "These dresses run small"; "He inclined to corpulence"","bend or turn (one's ear) towards a speaker in order to listen well; "He inclined his ear to the wise old man"","lower or bend (the head or upper body), as in a nod or bow; "She inclined her head to the student"","be at an angle; "The terrain sloped down"","feel favorably disposed or willing; "She inclines to the view that people should be allowed to expres their religious beliefs"","make receptive or willing towards an action or attitude or belief; "Their language inclines us to believe them""
inclining,"the act of inclining; bending forward; "an inclination of his head indicated his agreement""
inclip
inclipped
inclipping
inclips
inclose,"surround completely; "Darkness enclosed him"; "They closed in the porch with a fence"","introduce; "Insert your ticket here""
inclosed
incloser
inclosers
incloses,"surround completely; "Darkness enclosed him"; "They closed in the porch with a fence"","introduce; "Insert your ticket here""
inclosing
inclosure,"something (usually a supporting document) that is enclosed in an envelope with a covering letter","the act of enclosing something inside something else"
inclosures,"something (usually a supporting document) that is enclosed in an envelope with a covering letter","the act of enclosing something inside something else"
include,"have as a part, be made up out of; "The list includes the names of many famous writers"","consider as part of something; "I include you in the list of culprits"","add as part of something else; put in as part of a set, group, or category; "We must include this chemical element in the group"","allow participation in or the right to be part of; permit to exercise the rights, functions, and responsibilities of; "admit someone to the profession"; "She was admitted to the New Jersey Bar""
included,"enclosed in the same envelope or package; "the included check""
includes,"have as a part, be made up out of; "The list includes the names of many famous writers"","consider as part of something; "I include you in the list of culprits"","add as part of something else; put in as part of a set, group, or category; "We must include this chemical element in the group"","allow participation in or the right to be part of; permit to exercise the rights, functions, and responsibilities of; "admit someone to the profession"; "She was admitted to the New Jersey Bar""
including
inclusion,"the state of being included","the relation of comprising something; "he admired the inclusion of so many ideas in such a short work"","any small intracellular body found within another (characteristic of certain diseases); "an inclusion in the cytoplasm of the cell"","the act of including"
inclusions,"the state of being included","the relation of comprising something; "he admired the inclusion of so many ideas in such a short work"","any small intracellular body found within another (characteristic of certain diseases); "an inclusion in the cytoplasm of the cell"","the act of including"
inclusive,"including much or everything; and especially including stated limits; "an inclusive art form"; "an inclusive fee"; "his concept of history is modern and inclusive"; "from Monday to Friday inclusive""
incog
incognito,"with your identity concealed","without revealing one's identity; "in Holland he lived incognito as a carpenter in the shipyards of the East India company""
incogs
incoherence,"lack of cohesion or clarity or organization","nonsense that is simply incoherent and unintelligible"
incoherences,"lack of cohesion or clarity or organization","nonsense that is simply incoherent and unintelligible"
incoherent,"without logical or meaningful connection; "a turgid incoherent presentation"","(physics) of waves having no stable definite or stable phase relation","unable to express yourself clearly or fluently; "felt tongue-tied with embarrassment"; "incoherent with grief""
incoherently,"in an incoherent manner; "he talked incoherently when he drank too much""
incohesive
incombustible,"not capable of igniting and burning"
income,"the financial gain (earned or unearned) accruing over a given period of time"
incomer
incomers
incomes,"the financial gain (earned or unearned) accruing over a given period of time"
incoming,"the act of entering; "she made a grand entrance"","arriving at a place or position; "incoming class"; "incoming mail"","entering upon a position of office vacated by another; "the incoming president""
incomings,"the act of entering; "she made a grand entrance"","arriving at a place or position; "incoming class"; "incoming mail"","entering upon a position of office vacated by another; "the incoming president""
incommensurate,"not corresponding in size or degree or extent; "a reward incommensurate with his effort""
incommodious,"uncomfortably or inconveniently small; "incommodious hotel accommodations""
incommunicable
incommunicado,"without the means or right to communicate; "a prisoner held incommunicado"; "incommunicado political detainees""
incomparable,"such that comparison is impossible; unsuitable for comparison or lacking features that can be compared; "an incomparable week of rest and pleasure"; "the computer proceeds with its incomparable logic and efficiency"; "this report is incomparable with the earlier ones because of different breakdowns of the data""
incompatibility,"the relation between propositions that cannot both be true at the same time","(immunology) the degree to which the body's immune system will try to reject foreign material (as transfused blood or transplanted tissue)","the quality of being unable to exist or work in congenial combination"
incompatible,"not compatible; "incompatible personalities"; "incompatible colors"","used especially of drugs or muscles that counteract or neutralize each other's effect","not suitable to your tastes or needs; "the uncongenial roommates were always fighting"; "the task was uncongenial to one sensitive to rebuffs"","incapable of being used with or connected to other devices or components without modification","of words so related that one contrasts with the other; "`rich' and `hard-up' are contrastive terms"","not easy to combine harmoniously","not compatible with other facts","not in keeping with what is correct or proper; "completely inappropriate behavior"","used especially of solids or solutions; incapable of blending into a stable homogeneous mixture"
incompetence,"lack of physical or intellectual ability or qualifications","inability of a part or organ to function properly"
incompetences,"lack of physical or intellectual ability or qualifications","inability of a part or organ to function properly"
incompetencies
incompetency,"lack of physical or intellectual ability or qualifications"
incompetent,"someone who is not competent to take effective action","legally not qualified or sufficient; "a wife is usually considered unqualified to testify against her husband"; "incompetent witnesses"","not qualified or suited for a purpose; "an incompetent secret service"; "the filming was hopeless incompetent"","showing lack of skill or aptitude; "a bungling workman"; "did a clumsy job"; "his fumbling attempt to put up a shelf"","not doing a good job; "incompetent at chess"","not meeting requirements; "unequal to the demands put upon him""
incompetents,"someone who is not competent to take effective action","legally not qualified or sufficient; "a wife is usually considered unqualified to testify against her husband"; "incompetent witnesses"","not qualified or suited for a purpose; "an incompetent secret service"; "the filming was hopeless incompetent"","showing lack of skill or aptitude; "a bungling workman"; "did a clumsy job"; "his fumbling attempt to put up a shelf"","not doing a good job; "incompetent at chess"","not meeting requirements; "unequal to the demands put upon him""
incomplete,"not complete or total; not completed; "an incomplete account of his life"; "political consequences of incomplete military success"; "an incomplete forward pass"","not yet finished; "his thesis is still incomplete"; "an uncompleted play""
incompletely,"not to a full degree or extent; "words incompletely understood"; "a form filled out incompletely""
incompleteness,"the state of being crude and incomplete and imperfect; "the study was criticized for incompleteness of data but it stimulated further research"; "the rawness of his diary made it unpublishable""
incompletenesses
incomprehensible,"incapable of being explained or accounted for; "inexplicable errors"; "left the house at three in the morning for inexplicable reasons"","difficult to understand; "the most incomprehensible thing about the universe is that it is comprehensible"- A. Einstein"
inconceivable,"totally unlikely"
inconceivably,"to an inconceivable degree; "inconceivably small""
inconclusive,"not conclusive; not putting an end to doubt or question; "an inconclusive reply"; "inconclusive evidence"; "the inconclusive committee vote""
incongruent,"not congruent"
incongruities
incongruity,"the quality of disagreeing; being unsuitable and inappropriate"
incongruous,"lacking in harmony or compatibility or appropriateness; "a plan incongruous with reason"; "incongruous behavior"; "a joke that was incongruous with polite conversation""
incongruously,"in an incongruous manner; "his shirttails stuck out from his tuxedo pants somewhat incongruously""
inconnu
inconnus
inconsecutive
inconsequence,"having no important effects or influence","invalid or incorrect reasoning"
inconsequences,"having no important effects or influence","invalid or incorrect reasoning"
inconsequential,"lacking worth or importance; "his work seems trivial and inconsequential"; "the quite inconsequent fellow was managed like a puppet"","not following logically as a consequence"
inconsequentially,"lacking consequence; "`You're so beautifully dressed,' she said and added quite inconsequentially, `Can you stay the night?'""
inconsiderable,"too small or unimportant to merit attention; "passed his life in an inconsiderable village"; "their duties were inconsiderable"; "had no inconsiderable influence""
inconsiderate,"lacking regard for the rights or feelings of others; "shockingly inconsiderate behavior"","without proper consideration or reflection; "slovenly inconsiderate reasoning"; "unconsidered words"; "prejudice is the holding of unconsidered opinions""
inconsiderately,"without consideration; in an inconsiderate manner; "inconsiderately, he asked to be invited for dinner""
inconsiderateness,"the quality of failing to be considerate of others"
inconsideratenesses
inconsistencies
inconsistency,"the relation between propositions that cannot both be true at the same time","the quality of being inconsistent and lacking a harmonious uniformity among things or parts"
inconsistent,"displaying a lack of consistency; "inconsistent statements cannot both be true at the same time"; "inconsistent with the roadmap"","not capable of being made consistent or harmonious; "inconsistent accounts"","not in agreement"
inconsistently,"without showing consistency; "he acted inconsistently when he bought these stocks""
inconsolable,"sad beyond comforting; incapable of being consoled; "inconsolable when her son died""
inconsolably
inconspicuous,"not prominent or readily noticeable; "he pushed the string through an inconspicuous hole"; "the invisible man""
inconspicuously,"in a manner intended to avoid attracting attention; "he had entered the room inconspicuously""
inconstancies
inconstancy,"unfaithfulness by virtue of being unreliable or treacherous","the quality of being changeable and variable"
inconstant,"likely to change frequently often without apparent or cogent reason; variable; "inconstant affections"; "an inconstant lover"; "swear not by...the inconstant moon"- Shakespeare"
inconstantly
inconsumable
incontestable,"incapable of being contested or disputed","not open to question; obviously true; "undeniable guilt"; "indisputable evidence of a witness""
incontestably
incontinence,"involuntary urination or defecation","indiscipline with regard to sensuous pleasures"
incontinences,"involuntary urination or defecation","indiscipline with regard to sensuous pleasures"
inconvenience,"an inconvenient discomfort","a difficulty that causes anxiety","the quality of not being useful or convenient","to cause inconvenience or discomfort to; "Sorry to trouble you, but...""
inconvenienced
inconveniences,"an inconvenient discomfort","a difficulty that causes anxiety","the quality of not being useful or convenient","to cause inconvenience or discomfort to; "Sorry to trouble you, but...""
inconveniencing
inconvenient,"not suited to your comfort, purpose or needs; "it is inconvenient not to have a telephone in the kitchen"; "the back hall is an inconvenient place for the telephone"","not conveniently timed; "an early departure is inconvenient for us""
inconveniently,"in an inconvenient manner; "he arrived at an inconveniently late hour""
incony
